country	subset	label	treatment	block	legume	richness	date (additional dates below!)	species	species name	Biomass (g dryweight)	Individuals survived (at least partly green) (#)	timing	remark
BG	invader	D-abj	D	2	1	3	05.06.2014	j	Lupinus polyphyllus	0,01		pre	abj
BG	invader	D-abj	D	2	1	3	16.09.2014	a	Lotus corniculatus	14,4	6	post	abj
BG	invader	D-abj	D	2	1	3	16.09.2014	b	Vicia grandiflora	0,0001	0	post	abj
BG	invader	D-abj	D	2	1	3	16.09.2014	j	Lupinus polyphyllus	1,4	3	post	abj
BG	invader	D-abj	D	2	1	3	15.10.2014	a	Lotus corniculatus	0		end	abj
BG	invader	D-abj	D	2	1	3	15.10.2014	b	Vicia grandiflora	0		end	abj
BG	invader	D-abj	D	2	1	3	15.10.2014	j	Lupinus polyphyllus	0		end	abj
BG	invader	D-abj	D	2	1	3	22.06.2015	a	Lotus corniculatus	28,8		res	abj
BG	invader	D-abj	D	2	1	3	22.06.2015	b	Vicia grandiflora	0		res	abj
BG	invader	D-abj	D	2	1	3	22.06.2015	j	Lupinus polyphyllus	2,8		res	abj
BG	species	D-b	D	3	1	1	05.06.2014	b	Vicia grandiflora	7,7		pre	
BG	species	D-b	D	3	1	1	16.09.2014	b	Vicia grandiflora	0,01	6	post	
BG	species	D-b	D	3	1	1	15.10.2014	b	Vicia grandiflora	0		end	
BG	species	D-b	D	3	1	1	22.06.2015	b	Vicia grandiflora	0		res	
BG	species	D-c	D	3	1	1	05.06.2014	c	Medicago lupulina	3,2		pre	
BG	species	D-c	D	3	1	1	16.09.2014	c	Medicago lupulina	1,3	5	post	
BG	species	D-c	D	3	1	1	15.10.2014	c	Medicago lupulina	0		end	
BG	species	D-c	D	3	1	1	22.06.2015	c	Medicago lupulina	0,9		res	
BG	species	D-d	D	3	1	1	16.09.2014	d	Trifolium pratense	34,4	17	post	
BG	invader	D-iI	D	2	0	1	05.06.2014	i	Senecio inaequidens	0		pre	
BG	invader	D-iI	D	2	0	1	15.10.2014	i	Senecio inaequidens	0		end	
BG	invader	D-iI	D	2	0	1	22.06.2015	i	Senecio inaequidens	0		res	
BG	invader	D-iI	D	2	0	1	16.09.2014	i	Senecio inaequidens	54,7	18	post	
BG	invader	D-iII	D	2	0	1	05.06.2014	i	Senecio inaequidens	0		pre	
BG	invader	D-iII	D	2	0	1	15.10.2014	i	Senecio inaequidens	0		end	
BG	invader	D-iII	D	2	0	1	22.06.2015	i	Senecio inaequidens	0		res	
BG	invader	D-iII	D	2	0	1	16.09.2014	i	Senecio inaequidens	84,8	18	post	
BG	invader	D-iIII	D	3	0	1	05.06.2014	i	Senecio inaequidens	0,0001		pre	
BG	invader	D-iIII	D	3	0	1	15.10.2014	i	Senecio inaequidens	0		end	
BG	invader	D-iIII	D	3	0	1	22.06.2015	i	Senecio inaequidens	0		res	
BG	invader	D-iIII	D	3	0	1	16.09.2014	i	Senecio inaequidens	3,5	4	post	
BG	invader	D-jI	D	2	1	1	05.06.2014	j	Lupinus polyphyllus	6,5		pre	
BG	invader	D-jI	D	2	1	1	15.10.2014	j	Lupinus polyphyllus	0		end	
BG	invader	D-jI	D	2	1	1	22.06.2015	j	Lupinus polyphyllus	23,4		res	
BG	invader	D-jI	D	2	1	1	16.09.2014	j	Lupinus polyphyllus	15,3	15	post	
BG	invader	D-jII	D	3	1	1	05.06.2014	j	Lupinus polyphyllus	0		pre	
BG	invader	D-jII	D	3	1	1	15.10.2014	j	Lupinus polyphyllus	0		end	
BG	invader	D-jII	D	3	1	1	22.06.2015	j	Lupinus polyphyllus	0		res	
BG	invader	D-jII	D	3	1	1	16.09.2014	j	Lupinus polyphyllus	12,7	11	post	
BG	invader	D-jIII	D	3	1	1	05.06.2014	j	Lupinus polyphyllus	0		pre	
BG	invader	D-jIII	D	3	1	1	15.10.2014	j	Lupinus polyphyllus	0		end	
BG	invader	D-jIII	D	3	1	1	22.06.2015	j	Lupinus polyphyllus	0		res	
BG	invader	D-jIII	D	3	1	1	16.09.2014	j	Lupinus polyphyllus	10,9	3	post	
BG	within	D-K	D	3	0	1	05.06.2014	K	CH Dactylis	0		pre	
BG	within	D-K	D	3	0	1	16.09.2014	K	CH Dactylis	16,6	18	post	
BG	within	D-K	D	3	0	1	15.10.2014	K	CH Dactylis	0		end	
BG	within	D-K	D	3	0	1	22.06.2015	K	CH Dactylis	16,1		res	
BG	within	D-KLMQRT	D	3	0	6	05.06.2014	K	CH Dactylis	0		pre	
BG	within	D-KLMQRT	D	3	0	6	05.06.2014	L	IT Dactylis	0		pre	
BG	within	D-KLMQRT	D	3	0	6	05.06.2014	M	DE Dactylis	0		pre	
BG	within	D-KLMQRT	D	3	0	6	05.06.2014	Q	FR Dactylis	0		pre	
BG	within	D-KLMQRT	D	3	0	6	05.06.2014	R	UA Dactylis	0		pre	
BG	within	D-KLMQRT	D	3	0	6	05.06.2014	T	ES Dactylis	0		pre	
BG	within	D-KLMQRT	D	3	0	6	16.09.2014	K	CH Dactylis	2,6	3	post	
BG	within	D-KLMQRT	D	3	0	6	16.09.2014	L	IT Dactylis	4,3	3	post	
BG	within	D-KLMQRT	D	3	0	6	16.09.2014	M	DE Dactylis	2,6	3	post	
BG	within	D-KLMQRT	D	3	0	6	16.09.2014	Q	FR Dactylis	3	3	post	
BG	within	D-KLMQRT	D	3	0	6	16.09.2014	R	UA Dactylis	3,5	3	post	
BG	within	D-KLMQRT	D	3	0	6	16.09.2014	T	ES Dactylis	2,2	3	post	
BG	within	D-KLMQRT	D	3	0	6	15.10.2014	K	CH Dactylis	0		end	
BG	within	D-KLMQRT	D	3	0	6	15.10.2014	L	IT Dactylis	0		end	
BG	within	D-KLMQRT	D	3	0	6	15.10.2014	M	DE Dactylis	0		end	
BG	within	D-KLMQRT	D	3	0	6	15.10.2014	Q	FR Dactylis	0		end	
BG	within	D-KLMQRT	D	3	0	6	15.10.2014	R	UA Dactylis	0		end	
BG	within	D-KLMQRT	D	3	0	6	15.10.2014	T	ES Dactylis	0		end	
BG	within	D-KLMQRT	D	3	0	6	22.06.2015	K	CH Dactylis	0,6		res	
BG	within	D-KLMQRT	D	3	0	6	22.06.2015	L	IT Dactylis	2		res	
BG	within	D-KLMQRT	D	3	0	6	22.06.2015	M	DE Dactylis	1,3		res	
BG	within	D-KLMQRT	D	3	0	6	22.06.2015	Q	FR Dactylis	0,8		res	
BG	within	D-KLMQRT	D	3	0	6	22.06.2015	R	UA Dactylis	1		res	
BG	within	D-KLMQRT	D	3	0	6	22.06.2015	T	ES Dactylis	0,5		res	
BG	within	D-KLOPRS	D	3	0	6	05.06.2014	K	CH Dactylis	0		pre	
BG	within	D-KLOPRS	D	3	0	6	05.06.2014	L	IT Dactylis	0		pre	
BG	within	D-KLOPRS	D	3	0	6	05.06.2014	O	BE Dactylis	0		pre	
BG	within	D-KLOPRS	D	3	0	6	05.06.2014	P	AT Dactylis	0		pre	
BG	within	D-KLOPRS	D	3	0	6	05.06.2014	R	UA Dactylis	0		pre	
BG	within	D-KLOPRS	D	3	0	6	05.06.2014	S	TR Dactylis	0		pre	
BG	within	D-KLOPRS	D	3	0	6	16.09.2014	K	CH Dactylis	1,7	3	post	
BG	within	D-KLOPRS	D	3	0	6	16.09.2014	L	IT Dactylis	5,3	3	post	
BG	within	D-KLOPRS	D	3	0	6	16.09.2014	O	BE Dactylis	5,5	3	post	
BG	within	D-KLOPRS	D	3	0	6	16.09.2014	P	AT Dactylis	2,9	3	post	
BG	within	D-KLOPRS	D	3	0	6	16.09.2014	R	UA Dactylis	2,6	3	post	
BG	within	D-KLOPRS	D	3	0	6	16.09.2014	S	TR Dactylis	1	3	post	
BG	within	D-KLOPRS	D	3	0	6	15.10.2014	K	CH Dactylis	0		end	
BG	within	D-KLOPRS	D	3	0	6	15.10.2014	L	IT Dactylis	0		end	
BG	within	D-KLOPRS	D	3	0	6	15.10.2014	O	BE Dactylis	0		end	
BG	within	D-KLOPRS	D	3	0	6	15.10.2014	P	AT Dactylis	0		end	
BG	within	D-KLOPRS	D	3	0	6	15.10.2014	R	UA Dactylis	0		end	
BG	within	D-KLOPRS	D	3	0	6	15.10.2014	S	TR Dactylis	0		end	
BG	within	D-KLOPRS	D	3	0	6	22.06.2015	K	CH Dactylis	1,3		res	
BG	within	D-KLOPRS	D	3	0	6	22.06.2015	L	IT Dactylis	6,9		res	
BG	within	D-KLOPRS	D	3	0	6	22.06.2015	O	BE Dactylis	3,2		res	
BG	within	D-KLOPRS	D	3	0	6	22.06.2015	P	AT Dactylis	2,2		res	
BG	within	D-KLOPRS	D	3	0	6	22.06.2015	R	UA Dactylis	1,4		res	
BG	within	D-KLOPRS	D	3	0	6	22.06.2015	S	TR Dactylis	2,1		res	
BG	within	D-KMO	D	3	0	3	05.06.2014	K	CH Dactylis	0		pre	KMO
BG	within	D-KMO	D	3	0	3	05.06.2014	M	DE Dactylis	0		pre	KMO
BG	within	D-KMO	D	3	0	3	05.06.2014	O	BE Dactylis	0		pre	KMO
BG	within	D-KMO	D	3	0	3	16.09.2014	K	CH Dactylis	5	5	post	KMO
BG	within	D-KMO	D	3	0	3	16.09.2014	M	DE Dactylis	4,8	5	post	KMO
BG	within	D-KMO	D	3	0	3	16.09.2014	O	BE Dactylis	14	5	post	KMO
BG	within	D-KMO	D	3	0	3	15.10.2014	K	CH Dactylis	0		end	KMO
BG	within	D-KMO	D	3	0	3	15.10.2014	M	DE Dactylis	0		end	KMO
BG	within	D-KMO	D	3	0	3	15.10.2014	O	BE Dactylis	0		end	KMO
BG	within	D-KMO	D	3	0	3	22.06.2015	K	CH Dactylis	6,5		res	KMO
BG	within	D-KMO	D	3	0	3	22.06.2015	M	DE Dactylis	1,6		res	KMO
BG	within	D-KMO	D	3	0	3	22.06.2015	O	BE Dactylis	18,3		res	KMO
BG	within	D-KNPQTV	D	3	0	6	05.06.2014	K	CH Dactylis	0		pre	
BG	within	D-KNPQTV	D	3	0	6	05.06.2014	N	HU Dactylis	0		pre	
BG	within	D-KNPQTV	D	3	0	6	05.06.2014	P	AT Dactylis	0		pre	
BG	within	D-KNPQTV	D	3	0	6	05.06.2014	Q	FR Dactylis	0		pre	
BG	within	D-KNPQTV	D	3	0	6	05.06.2014	T	ES Dactylis	0		pre	
BG	within	D-KNPQTV	D	3	1	6	05.06.2014	V	UK Dactylis	0		pre	
BG	within	D-KNPQTV	D	3	0	6	16.09.2014	K	CH Dactylis	2,9	3	post	
BG	within	D-KNPQTV	D	3	0	6	16.09.2014	N	HU Dactylis	3,7	3	post	
BG	within	D-KNPQTV	D	3	0	6	16.09.2014	P	AT Dactylis	3,2	3	post	
BG	within	D-KNPQTV	D	3	0	6	16.09.2014	Q	FR Dactylis	1,1	3	post	
BG	within	D-KNPQTV	D	3	0	6	16.09.2014	T	ES Dactylis	0,6	3	post	
BG	within	D-KNPQTV	D	3	1	6	16.09.2014	V	UK Dactylis	1,2	3	post	
BG	within	D-KNPQTV	D	3	0	6	15.10.2014	K	CH Dactylis	0		end	
BG	within	D-KNPQTV	D	3	0	6	15.10.2014	N	HU Dactylis	0		end	
BG	within	D-KNPQTV	D	3	0	6	15.10.2014	P	AT Dactylis	0		end	
BG	within	D-KNPQTV	D	3	0	6	15.10.2014	Q	FR Dactylis	0		end	
BG	within	D-KNPQTV	D	3	0	6	15.10.2014	T	ES Dactylis	0		end	
BG	within	D-KNPQTV	D	3	1	6	15.10.2014	V	UK Dactylis	0		end	
BG	within	D-KNPQTV	D	3	0	6	22.06.2015	K	CH Dactylis	1,1		res	
BG	within	D-KNPQTV	D	3	0	6	22.06.2015	N	HU Dactylis	1,2		res	
BG	within	D-KNPQTV	D	3	0	6	22.06.2015	P	AT Dactylis	1,3		res	
BG	within	D-KNPQTV	D	3	0	6	22.06.2015	Q	FR Dactylis	1,1		res	
BG	within	D-KNPQTV	D	3	0	6	22.06.2015	T	ES Dactylis	0,5		res	
BG	within	D-KNPQTV	D	3	1	6	22.06.2015	V	UK Dactylis	0,8		res	
BG	within	D-KNPSUV	D	3	0	6	05.06.2014	K	CH Dactylis	0		pre	
BG	within	D-KNPSUV	D	3	0	6	05.06.2014	N	HU Dactylis	0		pre	
BG	within	D-KNPSUV	D	3	0	6	05.06.2014	P	AT Dactylis	0		pre	
BG	within	D-KNPSUV	D	3	0	6	05.06.2014	S	TR Dactylis	0		pre	
BG	within	D-KNPSUV	D	3	0	6	05.06.2014	U	SE Dactylis	0		pre	
BG	within	D-KNPSUV	D	3	0	6	05.06.2014	V	UK Dactylis	0		pre	
BG	within	D-KNPSUV	D	3	0	6	16.09.2014	K	CH Dactylis	5,5	3	post	
BG	within	D-KNPSUV	D	3	0	6	16.09.2014	N	HU Dactylis	2,7	3	post	
BG	within	D-KNPSUV	D	3	0	6	16.09.2014	P	AT Dactylis	4,4	3	post	
BG	within	D-KNPSUV	D	3	0	6	16.09.2014	S	TR Dactylis	1,5	3	post	
BG	within	D-KNPSUV	D	3	0	6	16.09.2014	U	SE Dactylis	1,4	3	post	
BG	within	D-KNPSUV	D	3	0	6	16.09.2014	V	UK Dactylis	1,3	3	post	
BG	within	D-KNPSUV	D	3	0	6	15.10.2014	K	CH Dactylis	0		end	
BG	within	D-KNPSUV	D	3	0	6	15.10.2014	N	HU Dactylis	0		end	
BG	within	D-KNPSUV	D	3	0	6	15.10.2014	P	AT Dactylis	0		end	
BG	within	D-KNPSUV	D	3	0	6	15.10.2014	S	TR Dactylis	0		end	
BG	within	D-KNPSUV	D	3	0	6	15.10.2014	U	SE Dactylis	0		end	
BG	within	D-KNPSUV	D	3	0	6	15.10.2014	V	UK Dactylis	0		end	
BG	within	D-KNPSUV	D	3	0	6	22.06.2015	K	CH Dactylis	0		res	
BG	within	D-KNPSUV	D	3	0	6	22.06.2015	N	HU Dactylis	1,4		res	
BG	within	D-KNPSUV	D	3	0	6	22.06.2015	P	AT Dactylis	5,1		res	
BG	within	D-KNPSUV	D	3	0	6	22.06.2015	S	TR Dactylis	0,5		res	
BG	within	D-KNPSUV	D	3	0	6	22.06.2015	U	SE Dactylis	1		res	
BG	within	D-KNPSUV	D	3	0	6	22.06.2015	V	UK Dactylis	1		res	
BG	within	D-KNRTUV	D	3	0	6	05.06.2014	K	CH Dactylis	0		pre	
BG	within	D-KNRTUV	D	3	0	6	05.06.2014	N	HU Dactylis	0		pre	
BG	within	D-KNRTUV	D	3	0	6	05.06.2014	R	UA Dactylis	0		pre	
BG	within	D-KNRTUV	D	3	0	6	05.06.2014	T	ES Dactylis	0		pre	
BG	within	D-KNRTUV	D	3	0	6	05.06.2014	U	SE Dactylis	0		pre	
BG	within	D-KNRTUV	D	3	0	6	05.06.2014	V	UK Dactylis	0		pre	
BG	within	D-KNRTUV	D	3	0	6	16.09.2014	K	CH Dactylis	0,5	3	post	
BG	within	D-KNRTUV	D	3	0	6	16.09.2014	N	HU Dactylis	1,9	3	post	
BG	within	D-KNRTUV	D	3	0	6	16.09.2014	R	UA Dactylis	1,5	3	post	
BG	within	D-KNRTUV	D	3	0	6	16.09.2014	T	ES Dactylis	1,6	3	post	
BG	within	D-KNRTUV	D	3	0	6	16.09.2014	U	SE Dactylis	0,9	3	post	
BG	within	D-KNRTUV	D	3	0	6	16.09.2014	V	UK Dactylis	3,1	3	post	
BG	within	D-KNRTUV	D	3	0	6	15.10.2014	K	CH Dactylis	0		end	
BG	within	D-KNRTUV	D	3	0	6	15.10.2014	N	HU Dactylis	0		end	
BG	within	D-KNRTUV	D	3	0	6	15.10.2014	R	UA Dactylis	0		end	
BG	within	D-KNRTUV	D	3	0	6	15.10.2014	T	ES Dactylis	0		end	
BG	within	D-KNRTUV	D	3	0	6	15.10.2014	U	SE Dactylis	0		end	
BG	within	D-KNRTUV	D	3	0	6	15.10.2014	V	UK Dactylis	0		end	
BG	within	D-KNRTUV	D	3	0	6	22.06.2015	K	CH Dactylis	0,2		res	
BG	within	D-KNRTUV	D	3	0	6	22.06.2015	N	HU Dactylis	1,9		res	
BG	within	D-KNRTUV	D	3	0	6	22.06.2015	R	UA Dactylis	5,2		res	
BG	within	D-KNRTUV	D	3	0	6	22.06.2015	T	ES Dactylis	1,4		res	
BG	within	D-KNRTUV	D	3	0	6	22.06.2015	U	SE Dactylis	0,4		res	
BG	within	D-KNRTUV	D	3	0	6	22.06.2015	V	UK Dactylis	2		res	
BG	within	D-KOQSUV	D	3	0	6	05.06.2014	K	CH Dactylis	0		pre	
BG	within	D-KOQSUV	D	3	0	6	05.06.2014	O	BE Dactylis	0		pre	
BG	within	D-KOQSUV	D	3	0	6	05.06.2014	Q	FR Dactylis	0		pre	
BG	within	D-KOQSUV	D	3	0	6	05.06.2014	S	TR Dactylis	0		pre	
BG	within	D-KOQSUV	D	3	0	6	05.06.2014	U	SE Dactylis	0		pre	
BG	within	D-KOQSUV	D	3	0	6	05.06.2014	V	UK Dactylis	0		pre	
BG	within	D-KOQSUV	D	3	0	6	16.09.2014	K	CH Dactylis	2	3	post	
BG	within	D-KOQSUV	D	3	0	6	16.09.2014	O	BE Dactylis	1,5	3	post	
BG	within	D-KOQSUV	D	3	0	6	16.09.2014	Q	FR Dactylis	2,2	3	post	
BG	within	D-KOQSUV	D	3	0	6	16.09.2014	S	TR Dactylis	1,8	3	post	
BG	within	D-KOQSUV	D	3	0	6	16.09.2014	U	SE Dactylis	0,2	3	post	
BG	within	D-KOQSUV	D	3	0	6	16.09.2014	V	UK Dactylis	1	1	post	
BG	within	D-KOQSUV	D	3	0	6	15.10.2014	K	CH Dactylis	0		end	
BG	within	D-KOQSUV	D	3	0	6	15.10.2014	O	BE Dactylis	0		end	
BG	within	D-KOQSUV	D	3	0	6	15.10.2014	Q	FR Dactylis	0		end	
BG	within	D-KOQSUV	D	3	0	6	15.10.2014	S	TR Dactylis	0		end	
BG	within	D-KOQSUV	D	3	0	6	15.10.2014	U	SE Dactylis	0		end	
BG	within	D-KOQSUV	D	3	0	6	15.10.2014	V	UK Dactylis	0		end	
BG	within	D-KOQSUV	D	3	0	6	22.06.2015	K	CH Dactylis	0		res	
BG	within	D-KOQSUV	D	3	0	6	22.06.2015	O	BE Dactylis	0		res	
BG	within	D-KOQSUV	D	3	0	6	22.06.2015	Q	FR Dactylis	0		res	
BG	within	D-KOQSUV	D	3	0	6	22.06.2015	S	TR Dactylis	0,9		res	
BG	within	D-KOQSUV	D	3	0	6	22.06.2015	U	SE Dactylis	0,8		res	
BG	within	D-KOQSUV	D	3	0	6	23.06.2015	V	UK Dactylis	0,3		res	
BG	within	D-KPS	D	3	0	3	05.06.2014	K	CH Dactylis	0		pre	KPS
BG	within	D-KPS	D	3	0	3	05.06.2014	P	AT Dactylis	0		pre	KPS
BG	within	D-KPS	D	3	0	3	05.06.2014	S	TR Dactylis	0		pre	KPS
BG	within	D-KPS	D	3	0	3	16.09.2014	K	CH Dactylis	1,4	4	post	KPS
BG	within	D-KPS	D	3	0	3	16.09.2014	P	AT Dactylis	4,8	3	post	KPS
BG	within	D-KPS	D	3	0	3	16.09.2014	S	TR Dactylis	3,9	6	post	KPS
BG	within	D-KPS	D	3	0	3	15.10.2014	K	CH Dactylis	0		end	KPS
BG	within	D-KPS	D	3	0	3	15.10.2014	P	AT Dactylis	0		end	KPS
BG	within	D-KPS	D	3	0	3	15.10.2014	S	TR Dactylis	0		end	KPS
BG	within	D-KPS	D	3	0	3	22.06.2015	K	CH Dactylis	2,6		res	KPS
BG	within	D-KPS	D	3	0	3	22.06.2015	P	AT Dactylis	2,8		res	KPS
BG	within	D-KPS	D	3	0	3	22.06.2015	S	TR Dactylis	0		res	KPS
BG	within	D-KRU	D	3	0	3	05.06.2014	K	CH Dactylis	0		pre	KRU
BG	within	D-KRU	D	3	0	3	05.06.2014	R	UA Dactylis	0		pre	KRU
BG	within	D-KRU	D	3	0	3	05.06.2014	U	SE Dactylis	0		pre	KRU
BG	within	D-KRU	D	3	0	3	16.09.2014	K	CH Dactylis	0,0001	0	post	KRU
BG	within	D-KRU	D	3	0	3	16.09.2014	R	UA Dactylis	12,8	6	post	KRU
BG	within	D-KRU	D	3	0	3	16.09.2014	U	SE Dactylis	0,0001	0	post	KRU
BG	within	D-KRU	D	3	0	3	15.10.2014	K	CH Dactylis	0		end	KRU
BG	within	D-KRU	D	3	0	3	15.10.2014	R	UA Dactylis	0		end	KRU
BG	within	D-KRU	D	3	0	3	15.10.2014	U	SE Dactylis	0		end	KRU
BG	within	D-KRU	D	3	0	3	22.06.2015	K	CH Dactylis	0		res	KRU
BG	within	D-KRU	D	3	0	3	22.06.2015	R	UA Dactylis	0		res	KRU
BG	within	D-KRU	D	3	0	3	22.06.2015	U	SE Dactylis	0		res	KRU
BG	within	D-L	D	3	0	1	05.06.2014	L	IT Dactylis	0		pre	
BG	within	D-L	D	3	0	1	16.09.2014	L	IT Dactylis	25,3	18	post	
BG	within	D-L	D	3	0	1	15.10.2014	L	IT Dactylis	0		end	
BG	within	D-L	D	3	0	1	22.06.2015	L	IT Dactylis	10,6		res	
BG	phytometer	D-LI	D	2	1	3	05.06.2014	phyto 3	Plantago lanceolata	6,7		pre	-LI
BG	phytometer	D-LI	D	2	1	3	05.06.2014	phyto 2	Lotus corniculatus	1,3		pre	-LI
BG	phytometer	D-LI	D	2	1	3	05.06.2014	phyto 1	Dactylis glomerata	3		pre	-LI
BG	phytometer	D-LI	D	2	1	3	16.09.2014	phyto 3	Plantago lanceolata	17,3	6	post	-LI
BG	phytometer	D-LI	D	2	1	3	16.09.2014	phyto 2	Lotus corniculatus	0,01	5	post	-LI
BG	phytometer	D-LI	D	2	1	3	16.09.2014	phyto 1	Dactylis glomerata	11,4	5	post	-LI
BG	phytometer	D-LI	D	2	1	3	15.10.2014	phyto 3	Plantago lanceolata	0		end	-LI
BG	phytometer	D-LI	D	2	1	3	15.10.2014	phyto 2	Lotus corniculatus	0		end	-LI
BG	phytometer	D-LI	D	2	1	3	15.10.2014	phyto 1	Dactylis glomerata	0		end	-LI
BG	phytometer	D-LI	D	2	1	3	22.06.2015	phyto 3	Plantago lanceolata	13,4		res	-LI
BG	phytometer	D-LI	D	2	1	3	22.06.2015	phyto 2	Lotus corniculatus	3,1		res	-LI
BG	phytometer	D-LI	D	2	1	3	22.06.2015	phyto 1	Dactylis glomerata	41,1		res	-LI
BG	phytometer	D-LII	D	2	1	3	05.06.2014	phyto 3	Plantago lanceolata	7,9		pre	LII
BG	phytometer	D-LII	D	2	1	3	05.06.2014	phyto 2	Lotus corniculatus	0,6		pre	LII
BG	phytometer	D-LII	D	2	1	3	05.06.2014	phyto 1	Dactylis glomerata	1,2		pre	LII
BG	phytometer	D-LII	D	2	1	3	16.09.2014	phyto 3	Plantago lanceolata	23,2	6	post	LII
BG	phytometer	D-LII	D	2	1	3	16.09.2014	phyto 2	Lotus corniculatus	0,8	6	post	LII
BG	phytometer	D-LII	D	2	1	3	16.09.2014	phyto 1	Dactylis glomerata	2,2	5	post	LII
BG	phytometer	D-LII	D	2	1	3	15.10.2014	phyto 3	Plantago lanceolata	0		end	LII
BG	phytometer	D-LII	D	2	1	3	15.10.2014	phyto 2	Lotus corniculatus	0		end	LII
BG	phytometer	D-LII	D	2	1	3	15.10.2014	phyto 1	Dactylis glomerata	0		end	LII
BG	phytometer	D-LII	D	2	1	3	22.06.2015	phyto 3	Plantago lanceolata	26,3		res	LII
BG	phytometer	D-LII	D	2	1	3	22.06.2015	phyto 2	Lotus corniculatus	1,7		res	LII
BG	phytometer	D-LII	D	2	1	3	22.06.2015	phyto 1	Dactylis glomerata	6,1		res	LII
BG	phytometer	D-LIII	D	3	1	3	05.06.2014	phyto 3	Plantago lanceolata	4,5		pre	III
BG	phytometer	D-LIII	D	3	1	3	05.06.2014	phyto 2	Lotus corniculatus	0,7		pre	III
BG	phytometer	D-LIII	D	3	1	3	05.06.2014	phyto 1	Dactylis glomerata	2,6		pre	III
BG	phytometer	D-LIII	D	3	1	3	16.09.2014	phyto 3	Plantago lanceolata	1,1	4	post	III
BG	phytometer	D-LIII	D	3	1	3	16.09.2014	phyto 2	Lotus corniculatus	0,01	5	post	III
BG	phytometer	D-LIII	D	3	1	3	16.09.2014	phyto 1	Dactylis glomerata	5,9	6	post	III
BG	phytometer	D-LIII	D	3	1	3	15.10.2014	phyto 3	Plantago lanceolata	0		end	III
BG	phytometer	D-LIII	D	3	1	3	15.10.2014	phyto 2	Lotus corniculatus	0		end	III
BG	phytometer	D-LIII	D	3	1	3	15.10.2014	phyto 1	Dactylis glomerata	0		end	III
BG	phytometer	D-LIII	D	3	1	3	22.06.2015	phyto 3	Plantago lanceolata	1,1		res	III
BG	phytometer	D-LIII	D	3	1	3	22.06.2015	phyto 2	Lotus corniculatus	2,1		res	III
BG	phytometer	D-LIII	D	3	1	3	22.06.2015	phyto 1	Dactylis glomerata	26,2		res	III
BG	within	D-LMOPSV	D	3	0	6	05.06.2014	L	IT Dactylis	0		pre	
BG	within	D-LMOPSV	D	3	0	6	05.06.2014	M	DE Dactylis	0		pre	
BG	within	D-LMOPSV	D	3	0	6	05.06.2014	O	BE Dactylis	0		pre	
BG	within	D-LMOPSV	D	3	0	6	05.06.2014	P	AT Dactylis	0		pre	
BG	within	D-LMOPSV	D	3	0	6	05.06.2014	S	TR Dactylis	0		pre	
BG	within	D-LMOPSV	D	3	0	6	05.06.2014	V	UK Dactylis	0		pre	
BG	within	D-LMOPSV	D	3	0	6	16.09.2014	L	IT Dactylis	3,7	3	post	
BG	within	D-LMOPSV	D	3	0	6	16.09.2014	M	DE Dactylis	5	3	post	
BG	within	D-LMOPSV	D	3	0	6	16.09.2014	O	BE Dactylis	0,2	1	post	
BG	within	D-LMOPSV	D	3	0	6	16.09.2014	P	AT Dactylis	3,7	3	post	
BG	within	D-LMOPSV	D	3	0	6	16.09.2014	S	TR Dactylis	3,4	3	post	
BG	within	D-LMOPSV	D	3	0	6	16.09.2014	V	UK Dactylis	3,1	2	post	
BG	within	D-LMOPSV	D	3	0	6	15.10.2014	L	IT Dactylis	0		end	
BG	within	D-LMOPSV	D	3	0	6	15.10.2014	M	DE Dactylis	0		end	
BG	within	D-LMOPSV	D	3	0	6	15.10.2014	O	BE Dactylis	0		end	
BG	within	D-LMOPSV	D	3	0	6	15.10.2014	P	AT Dactylis	0		end	
BG	within	D-LMOPSV	D	3	0	6	15.10.2014	S	TR Dactylis	0		end	
BG	within	D-LMOPSV	D	3	0	6	15.10.2014	V	UK Dactylis	0		end	
BG	within	D-LMOPSV	D	3	0	6	22.06.2015	L	IT Dactylis	2,3		res	
BG	within	D-LMOPSV	D	3	0	6	22.06.2015	M	DE Dactylis	0,7		res	
BG	within	D-LMOPSV	D	3	0	6	22.06.2015	O	BE Dactylis	0,6		res	
BG	within	D-LMOPSV	D	3	0	6	22.06.2015	P	AT Dactylis	1		res	
BG	within	D-LMOPSV	D	3	0	6	22.06.2015	S	TR Dactylis	0,6		res	
BG	within	D-LMOPSV	D	3	0	6	22.06.2015	V	UK Dactylis	1,3		res	
BG	within	D-LMOQRT	D	3	0	6	05.06.2014	L	IT Dactylis	0		pre	
BG	within	D-LMOQRT	D	3	0	6	05.06.2014	M	DE Dactylis	0		pre	
BG	within	D-LMOQRT	D	3	0	6	05.06.2014	O	BE Dactylis	0		pre	
BG	within	D-LMOQRT	D	3	0	6	05.06.2014	Q	FR Dactylis	0		pre	
BG	within	D-LMOQRT	D	3	0	6	05.06.2014	R	UA Dactylis	0		pre	
BG	within	D-LMOQRT	D	3	0	6	05.06.2014	T	ES Dactylis	0		pre	
BG	within	D-LMOQRT	D	3	0	6	16.09.2014	L	IT Dactylis	8,1	3	post	
BG	within	D-LMOQRT	D	3	0	6	16.09.2014	M	DE Dactylis	1,3	3	post	
